Mycobacterium_hominissuis,Mycobacterium_colombiense,Mycobacteroides_massiliense,Mycobacterium_yongonense,Mycobacterium_chimaera,Mycobacterium_dioxanotrophicus,Mycobacterium_intracellulare,Mycobacterium_marseillense,Mycobacterium_shinshuense,Mycobacterium_shigaense,Mycobacteroides_abscessus,Mycobacterium_leprae,Mycobacterium_pseudoshottsii,Mycobacteroides_bolletii,Mycolicibacterium_neoaurum,Mycobacterium_marinum,Mycobacterium_paragordonae,Mycobacterium_avium,Mycolicibacterium_smegmatis,Mycobacteroides_chelonae,Mycolicibacterium_vaccae,Mycobacteroides_immunogenum,Mycolicibacterium_phlei,Mycobacteroides_saopaulense,Mycobacterium_lepromatosis,Mycolicibacterium_fortuitum,Mycolicibacterium_diernhoferi,Mycolicibacterium_pallens,Mycobacterium_shottsii,Mycolicibacter_heraklionensis,Mycolicibacterium_holsaticum,Mycobacterium_malmoense,Mycolicibacterium_senegalense,Mycolicibacterium_farcinogenes,Mycobacterium_ulcerans,Mycobacterium_spongiae,Mycolicibacterium_phocaicum,Mycolicibacterium_crocinum,Mycolicibacterium_goodii,Mycolicibacillus_parakoreensis,Mycobacterium_kansasii,Mycobacterium_ostraviense,Mycolicibacterium_rufum,Mycobacterium_kubicae,Mycolicibacterium_mengxianglii,Mycolicibacterium_baixiangningiae,Mycobacterium_heckeshornense,Mycolicibacterium_boenickei,Mycobacterium_gordonae,Mycobacterium_paraintracellulare,Mycobacterium_lentiflavum,Mycolicibacter_virginiensis,Mycolicibacterium_thermoresistibile,Mycolicibacter_terrae,Mycobacterium_basiliense,Mycolicibacterium_hassiacum,Mycolicibacterium_aurum,Mycolicibacterium_chitae,Mycolicibacterium_vanbaalenii,Mycolicibacterium_aubagnense,Mycolicibacterium_chubuense,Mycobacterium_liflandii,Mycolicibacterium_rhodesiae,Mycolicibacter_sinensis,Mycolicibacterium_gilvum,Mycobacterium_haemophilum,Mycobacterium_paraterrae,Mycolicibacterium_brumae,Mycolicibacterium_monacense,Mycobacterium_xenopi,Mycolicibacterium_parafortuitum,Mycolicibacterium_pulveris,Mycolicibacterium_tokaiense,Mycolicibacterium_moriokaense,Mycolicibacterium_aichiense,Mycobacterium_novum,Mycolicibacterium_duvalii,Mycolicibacterium_fallax,Mycolicibacterium_alvei,Mycobacterium_simiae,Mycobacterium_noviomagense,Mycobacterium_paraseoulense,Mycolicibacterium_litorale,Mycobacterium_stomatepiae,Mycolicibacterium_sediminis,Mycolicibacter_minnesotensis,Mycobacterium_mantenii,Mycolicibacterium_celeriflavum,Mycolicibacterium_arabiense,Mycolicibacillus_koreensis,Mycolicibacterium_anyangense,Mycolicibacterium_sarraceniae,Mycolicibacterium_helvum,Mycolicibacterium_insubricum,Mycolicibacterium_mageritense,Mycobacterium_seoulense,Mycobacterium_lacus,Mycobacterium_cookii,Mycolicibacterium_doricum,Mycolicibacterium_poriferae,Mycobacterium_branderi,Mycolicibacterium_gadium,Mycobacterium_saskatchewanense,Mycolicibacterium_psychrotolerans,Mycolicibacter_hiberniae,Mycolicibacterium_madagascariense,Mycolicibacterium_confluentis,Mycobacterium_shinjukuense,Mycobacterium_conspicuum,Mycobacterium_florentinum,Mycobacterium_parmense,Mycobacterium_heidelbergense,Mycobacterium_grossiae,Mycobacteroides_salmoniphilum,Mycolicibacterium_mucogenicum,Mycobacterium_vicinigordonae,Mycolicibacterium_nivoides,Mycolicibacterium_rutilum,Mycolicibacterium_fluoranthenivorans,Mycobacterium_senriense,Mycolicibacterium_septicum,Mycobacterium_riyadhense,Mycobacterium_frederiksbergense
0.33712984054669703,0.3287981859410431,0.9281045751633987,0.3333333333333333,0.3333333333333333,0.8052631578947368,0.3333333333333333,0.332579185520362,0.34101382488479265,0.33642691415313225,0.9281045751633987,0.3251121076233184,0.34101382488479265,0.9281045751633987,1.0,0.34101382488479265,0.3425925925925926,0.33712984054669703,0.7789473684210526,0.9281045751633987,0.9622641509433962,0.934640522875817,0.9738562091503268,0.9281045751633987,0.32589285714285715,0.5441176470588235,1.0,0.9807692307692307,0.3387096774193548,0.9477124183006536,1.0,0.335632183908046,0.5401459854014599,0.5401459854014599,0.34101382488479265,0.4294117647058823,0.9477124183006536,0.9622641509433962,0.8052631578947368,0.9411764705882353,0.335632183908046,0.32662192393736017,1.0,0.42406876790830944,1.0,1.0,0.4017094017094017,0.9673202614379085,0.3425925925925926,0.3333333333333333,0.32657657657657657,0.9477124183006536,0.7177033492822966,0.9607843137254902,0.334841628959276,0.9477124183006536,1.0,0.9607843137254902,1.0,0.9477124183006536,1.0,0.34101382488479265,1.0,0.0,0.9622641509433962,0.31956521739130433,0.6904761904761905,0.9673202614379085,1.0,0.43636363636363634,0.9673202614379085,0.8085106382978723,0.9870967741935484,0.8052631578947368,0.9308176100628931,0.0,0.9745222929936306,0.9738562091503268,1.0,0.327313769751693,0.43023255813953487,0.3340909090909091,1.0,0.32657657657657657,0.9934640522875817,0.9477124183006536,0.334841628959276,1.0,0.9934640522875817,0.934640522875817,0.9371069182389937,1.0,1.0,0.9673202614379085,0.8052631578947368,0.3333333333333333,0.42045454545454547,0.69377990430622,0.9869281045751634,0.9487179487179487,0.4161849710982659,1.0,0.34022988505747126,1.0,0.0,0.9934640522875817,0.9607843137254902,0.4269005847953216,0.32962138084632514,0.32657657657657657,0.327313769751693,0.32962138084632514,0.7925531914893617,0.9281045751633987,0.9477124183006536,0.33636363636363636,0.9673202614379085,0.6594827586206896,0.9673202614379085,0.32805429864253394,0.9673202614379085,0.3348519362186788,1.0
0.8389261744966443,0.852017937219731,0.33256880733944955,0.8584269662921349,0.8606741573033708,0.3877551020408163,0.8584269662921349,0.8609865470852018,0.9223744292237442,0.8707482993197279,0.33256880733944955,0.8511111111111112,0.9178082191780822,0.33256880733944955,0.3348519362186788,0.9223744292237442,0.8956916099773242,0.8389261744966443,0.3917995444191344,0.33256880733944955,0.3439635535307517,0.3340961098398169,0.32574031890660593,0.33256880733944955,0.8381374722838137,0.5112612612612613,0.3348519362186788,0.3416856492027335,0.9200913242009132,0.3295194508009153,0.3348519362186788,0.8866213151927438,0.4910313901345291,0.4910313901345291,0.9200913242009132,0.7334851936218679,0.3295194508009153,0.3439635535307517,0.3900226757369615,0.33029612756264237,0.9315068493150684,0.9084821428571429,0.3348519362186788,0.7420091324200914,0.3348519362186788,0.3348519362186788,0.6133333333333333,0.33638443935926776,0.8956916099773242,0.8584269662921349,0.8577777777777778,0.3295194508009153,0.416289592760181,0.3348623853211009,0.918552036199095,0.3264840182648402,0.3348519362186788,0.3401826484018265,0.3348519362186788,0.3295194508009153,0.3348519362186788,0.9200913242009132,0.3348519362186788,0.2465753424657534,0.3439635535307517,0.8658008658008658,0.41043083900226757,0.32801822323462415,0.3348519362186788,0.5807174887892377,0.33638443935926776,0.39635535307517084,0.33940774487471526,0.3968253968253968,0.34553775743707094,0.24429223744292236,0.3416856492027335,0.33029612756264237,0.3348519362186788,0.87248322147651,0.6169265033407573,0.8786516853932584,0.3348519362186788,0.8555555555555555,0.3348519362186788,0.3295194508009153,0.8590604026845637,0.3348519362186788,0.3348519362186788,0.3318077803203661,0.3447488584474886,0.3348519362186788,0.3348519362186788,0.32801822323462415,0.3741496598639456,0.8853932584269663,0.7414965986394558,0.42727272727272725,0.3348519362186788,0.34324942791762014,0.6325167037861915,0.3348519362186788,0.8803611738148984,0.3348519362186788,0.2465753424657534,0.3348519362186788,0.33029612756264237,0.7104072398190046,0.8650442477876106,0.8488888888888889,0.8629213483146068,0.8574561403508771,0.40045766590389015,0.33256880733944955,0.3295194508009153,0.9206349206349206,0.33638443935926776,0.4153498871331828,0.33638443935926776,0.8475336322869955,0.33638443935926776,1.0,0.3348519362186788
0.3356164383561644,0.3348519362186788,0.9536423841059603,0.3348519362186788,0.3348519362186788,0.7789473684210526,0.3348519362186788,0.3340909090909091,0.3402777777777778,0.34265734265734266,0.9536423841059603,0.32657657657657657,0.3402777777777778,0.9536423841059603,0.9673202614379085,0.3402777777777778,0.34186046511627904,0.3356164383561644,0.8031914893617021,0.9536423841059603,0.9308176100628931,0.9668874172185431,0.9411764705882353,0.9536423841059603,0.3273542600896861,0.5592592592592592,0.9673202614379085,0.9487179487179487,0.33796296296296297,0.9801324503311258,0.9673202614379085,0.3371824480369515,0.5551470588235294,0.5551470588235294,0.3402777777777778,0.4319526627218935,0.9801324503311258,0.9308176100628931,0.7789473684210526,0.9281045751633987,0.3371824480369515,0.32808988764044944,0.9673202614379085,0.42363112391930835,0.9673202614379085,0.9673202614379085,0.39714285714285713,1.0,0.34186046511627904,0.3348519362186788,0.332579185520362,0.9801324503311258,0.7081339712918661,0.9735099337748344,0.3340909090909091,0.9473684210526315,0.9673202614379085,0.9605263157894737,0.9673202614379085,0.9801324503311258,0.9673202614379085,0.3402777777777778,0.9673202614379085,0.0,0.9308176100628931,0.32096069868995636,0.7115384615384616,0.934640522875817,0.9673202614379085,0.4303030303030303,1.0,0.7872340425531915,0.9548387096774194,0.7789473684210526,0.9617834394904459,0.0,0.9426751592356688,0.9411764705882353,0.9673202614379085,0.3333333333333333,0.42565597667638483,0.3356164383561644,0.9673202614379085,0.332579185520362,0.9673202614379085,0.9801324503311258,0.3340909090909091,0.9673202614379085,0.9673202614379085,0.9403973509933775,0.9367088607594937,0.9673202614379085,0.9673202614379085,0.934640522875817,0.7789473684210526,0.3348519362186788,0.42,0.714975845410628,0.9673202614379085,0.9805194805194806,0.4144927536231884,0.9673202614379085,0.3394919168591224,0.9673202614379085,0.0,0.9673202614379085,0.9281045751633987,0.4252199413489736,0.3288590604026846,0.332579185520362,0.3333333333333333,0.3288590604026846,0.7956989247311828,0.9536423841059603,0.9801324503311258,0.3356164383561644,1.0,0.6379310344827587,1.0,0.3340909090909091,1.0,0.33638443935926776,0.9673202614379085
0.9297052154195011,0.9817767653758542,0.3348519362186788,0.9407744874715261,0.9453302961275627,0.3761261261261261,0.9407744874715261,0.9477272727272728,0.8337078651685393,0.875,0.3348519362186788,0.8392857142857143,0.8292134831460675,0.3348519362186788,0.32805429864253394,0.8337078651685393,0.8623024830699775,0.9297052154195011,0.38461538461538464,0.3348519362186788,0.33710407239819007,0.33181818181818185,0.3190045248868778,0.3348519362186788,0.8415178571428571,0.5146067415730337,0.32805429864253394,0.334841628959276,0.8359550561797753,0.32727272727272727,0.32805429864253394,0.8838268792710706,0.5100671140939598,0.5078299776286354,0.8314606741573034,0.7022727272727273,0.32727272727272727,0.33710407239819007,0.3783783783783784,0.3235294117647059,0.8532731376975169,0.8241758241758241,0.32805429864253394,0.7056179775280899,0.32805429864253394,0.32805429864253394,0.584070796460177,0.3340909090909091,0.8623024830699775,0.9407744874715261,0.8811659192825112,0.32727272727272727,0.4,0.32801822323462415,0.8430493273542601,0.3197278911564626,0.32805429864253394,0.3333333333333333,0.32805429864253394,0.32727272727272727,0.32805429864253394,0.8292134831460675,0.32805429864253394,0.25,0.33710407239819007,0.8562091503267973,0.4099099099099099,0.3212669683257919,0.32805429864253394,0.5538116591928252,0.3340909090909091,0.3891402714932127,0.332579185520362,0.38288288288288286,0.3431818181818182,0.25,0.33710407239819007,0.3235294117647059,0.32805429864253394,0.8699551569506726,0.6049107142857143,0.9134396355353075,0.32805429864253394,0.8811659192825112,0.32805429864253394,0.32727272727272727,0.9636363636363636,0.32805429864253394,0.32805429864253394,0.325,0.3378684807256236,0.32805429864253394,0.32805429864253394,0.3212669683257919,0.3761261261261261,0.9179954441913439,0.6898876404494382,0.4153498871331828,0.32805429864253394,0.3409090909090909,0.6325167037861915,0.32805429864253394,0.8891402714932126,0.32805429864253394,0.25681818181818183,0.32805429864253394,0.3235294117647059,0.6884875846501128,0.811816192560175,0.8766816143497758,0.8888888888888888,0.8647450110864745,0.3977272727272727,0.3348519362186788,0.32727272727272727,0.8513513513513513,0.3340909090909091,0.4170403587443946,0.3340909090909091,1.0,0.3340909090909091,0.8475336322869955,0.32805429864253394
0.3356164383561644,0.3348519362186788,0.9536423841059603,0.3348519362186788,0.3348519362186788,0.7789473684210526,0.3348519362186788,0.3340909090909091,0.3402777777777778,0.34265734265734266,0.9536423841059603,0.32657657657657657,0.3402777777777778,0.9536423841059603,0.9673202614379085,0.3402777777777778,0.34186046511627904,0.3356164383561644,0.8031914893617021,0.9536423841059603,0.9308176100628931,0.9668874172185431,0.9411764705882353,0.9536423841059603,0.3273542600896861,0.5592592592592592,0.9673202614379085,0.9487179487179487,0.33796296296296297,0.9801324503311258,0.9673202614379085,0.3371824480369515,0.5551470588235294,0.5551470588235294,0.3402777777777778,0.4319526627218935,0.9801324503311258,0.9308176100628931,0.7789473684210526,0.9281045751633987,0.3371824480369515,0.32808988764044944,0.9673202614379085,0.42363112391930835,0.9673202614379085,0.9673202614379085,0.39714285714285713,1.0,0.34186046511627904,0.3348519362186788,0.332579185520362,0.9801324503311258,0.7081339712918661,0.9735099337748344,0.3340909090909091,0.9473684210526315,0.9673202614379085,0.9605263157894737,0.9673202614379085,0.9801324503311258,0.9673202614379085,0.3402777777777778,0.9673202614379085,0.0,0.9308176100628931,0.32096069868995636,0.7115384615384616,0.934640522875817,0.9673202614379085,0.4303030303030303,1.0,0.7872340425531915,0.9548387096774194,0.7789473684210526,0.9617834394904459,0.0,0.9426751592356688,0.9411764705882353,0.9673202614379085,0.3333333333333333,0.42565597667638483,0.3356164383561644,0.9673202614379085,0.332579185520362,0.9673202614379085,0.9801324503311258,0.3340909090909091,0.9673202614379085,0.9673202614379085,0.9403973509933775,0.9367088607594937,0.9673202614379085,0.9673202614379085,0.934640522875817,0.7789473684210526,0.3348519362186788,0.42,0.714975845410628,0.9673202614379085,0.9805194805194806,0.4144927536231884,0.9673202614379085,0.3394919168591224,0.9673202614379085,0.0,0.9673202614379085,0.9281045751633987,0.4252199413489736,0.3288590604026846,0.332579185520362,0.3333333333333333,0.3288590604026846,0.7956989247311828,0.9536423841059603,0.9801324503311258,0.3356164383561644,1.0,0.6379310344827587,1.0,0.3340909090909091,1.0,0.33638443935926776,0.9673202614379085
0.4221218961625282,0.4202247191011236,0.6120689655172413,0.4247191011235955,0.4202247191011236,0.7543103448275862,0.4247191011235955,0.42152466367713004,0.4315068493150685,0.432183908045977,0.6120689655172413,0.4,0.4292237442922374,0.6120689655172413,0.6594827586206896,0.4315068493150685,0.42201834862385323,0.4221218961625282,0.7370689655172413,0.6120689655172413,0.6767241379310345,0.6163793103448276,0.6422413793103449,0.6120689655172413,0.40707964601769914,0.6920289855072463,0.6594827586206896,0.6681034482758621,0.4269406392694064,0.625,0.6594827586206896,0.42369020501138954,0.7028985507246377,0.7028985507246377,0.4292237442922374,0.5420289855072464,0.625,0.6767241379310345,0.7543103448275862,0.6206896551724138,0.4123006833712984,0.4079822616407982,0.6594827586206896,0.5297450424929179,0.6594827586206896,0.6594827586206896,0.46685082872928174,0.6379310344827587,0.42201834862385323,0.4247191011235955,0.41964285714285715,0.625,0.7319148936170212,0.6336206896551724,0.4260089686098655,0.625,0.6594827586206896,0.6336206896551724,0.6594827586206896,0.625,0.6594827586206896,0.4292237442922374,0.6594827586206896,0.0,0.6767241379310345,0.4051724137931034,0.7381974248927039,0.6379310344827587,0.6594827586206896,0.4871060171919771,0.6379310344827587,0.7413793103448276,0.6637931034482759,0.7629310344827587,0.6551724137931034,0.0,0.6681034482758621,0.6422413793103449,0.6594827586206896,0.42058165548098436,0.5229885057471264,0.42247191011235957,0.6594827586206896,0.421875,0.6551724137931034,0.625,0.42152466367713004,0.6594827586206896,0.6551724137931034,0.6163793103448276,0.6594827586206896,0.6594827586206896,0.6594827586206896,0.6379310344827587,0.7413793103448276,0.4247191011235955,0.5252808988764045,0.7136752136752137,0.6508620689655172,0.646551724137931,0.5402298850574713,0.6594827586206896,0.4305239179954442,0.6594827586206896,0.0,0.6551724137931034,0.6336206896551724,0.5433526011560693,0.4260485651214128,0.42410714285714285,0.41834451901565994,0.41501103752759383,0.728448275862069,0.6120689655172413,0.625,0.42342342342342343,0.6379310344827587,1.0,0.6379310344827587,0.4170403587443946,0.6379310344827587,0.4153498871331828,0.6594827586206896
0.3356164383561644,0.3348519362186788,0.9536423841059603,0.3348519362186788,0.3348519362186788,0.7789473684210526,0.3348519362186788,0.3340909090909091,0.3402777777777778,0.34265734265734266,0.9536423841059603,0.32657657657657657,0.3402777777777778,0.9536423841059603,0.9673202614379085,0.3402777777777778,0.34186046511627904,0.3356164383561644,0.8031914893617021,0.9536423841059603,0.9308176100628931,0.9668874172185431,0.9411764705882353,0.9536423841059603,0.3273542600896861,0.5592592592592592,0.9673202614379085,0.9487179487179487,0.33796296296296297,0.9801324503311258,0.9673202614379085,0.3371824480369515,0.5551470588235294,0.5551470588235294,0.3402777777777778,0.4319526627218935,0.9801324503311258,0.9308176100628931,0.7789473684210526,0.9281045751633987,0.3371824480369515,0.32808988764044944,0.9673202614379085,0.42363112391930835,0.9673202614379085,0.9673202614379085,0.39714285714285713,1.0,0.34186046511627904,0.3348519362186788,0.332579185520362,0.9801324503311258,0.7081339712918661,0.9735099337748344,0.3340909090909091,0.9473684210526315,0.9673202614379085,0.9605263157894737,0.9673202614379085,0.9801324503311258,0.9673202614379085,0.3402777777777778,0.9673202614379085,0.0,0.9308176100628931,0.32096069868995636,0.7115384615384616,0.934640522875817,0.9673202614379085,0.4303030303030303,1.0,0.7872340425531915,0.9548387096774194,0.7789473684210526,0.9617834394904459,0.0,0.9426751592356688,0.9411764705882353,0.9673202614379085,0.3333333333333333,0.42565597667638483,0.3356164383561644,0.9673202614379085,0.332579185520362,0.9673202614379085,0.9801324503311258,0.3340909090909091,0.9673202614379085,0.9673202614379085,0.9403973509933775,0.9367088607594937,0.9673202614379085,0.9673202614379085,0.934640522875817,0.7789473684210526,0.3348519362186788,0.42,0.714975845410628,0.9673202614379085,0.9805194805194806,0.4144927536231884,0.9673202614379085,0.3394919168591224,0.9673202614379085,0.0,0.9673202614379085,0.9281045751633987,0.4252199413489736,0.3288590604026846,0.332579185520362,0.3333333333333333,0.3288590604026846,0.7956989247311828,0.9536423841059603,0.9801324503311258,0.3356164383561644,1.0,0.6379310344827587,1.0,0.3340909090909091,1.0,0.33638443935926776,0.9673202614379085
0.8445945945945946,0.8536036036036037,0.3310502283105023,0.8668171557562077,0.8577878103837472,0.3914027149321267,0.8668171557562077,0.8693693693693694,0.9090909090909091,0.8639455782312925,0.3310502283105023,0.8482142857142857,0.9045454545454545,0.3310502283105023,0.33636363636363636,0.9090909090909091,0.9248291571753986,0.8445945945945946,0.3931818181818182,0.3310502283105023,0.34545454545454546,0.3333333333333333,0.32727272727272727,0.3310502283105023,0.8351893095768375,0.5146067415730337,0.33636363636363636,0.3431818181818182,0.9022727272727272,0.3287671232876712,0.33636363636363636,0.873015873015873,0.5011185682326622,0.5011185682326622,0.9068181818181819,0.7142857142857143,0.3287671232876712,0.34545454545454546,0.3891402714932127,0.33181818181818185,0.9159090909090909,0.8802660753880266,0.33636363636363636,0.7346938775510204,0.33636363636363636,0.33636363636363636,0.6039823008849557,0.3356164383561644,0.9248291571753986,0.8668171557562077,0.8596881959910914,0.3287671232876712,0.41309255079006774,0.3333333333333333,0.8984198645598194,0.32574031890660593,0.33636363636363636,0.33940774487471526,0.33636363636363636,0.3287671232876712,0.33636363636363636,0.9068181818181819,0.33636363636363636,0.2511415525114155,0.34545454545454546,0.8521739130434782,0.416289592760181,0.32954545454545453,0.33636363636363636,0.5762331838565022,0.3356164383561644,0.3931818181818182,0.3409090909090909,0.39819004524886875,0.3447488584474886,0.24885844748858446,0.34545454545454546,0.33181818181818185,0.33636363636363636,0.8699551569506726,0.6191536748329621,0.8826185101580135,0.33636363636363636,0.8596881959910914,0.33636363636363636,0.3287671232876712,0.8671171171171171,0.33636363636363636,0.33636363636363636,0.3333333333333333,0.3439635535307517,0.33636363636363636,0.33636363636363636,0.32954545454545453,0.38461538461538464,0.891647855530474,0.722972972972973,0.42403628117913833,0.33636363636363636,0.3424657534246575,0.6458797327394209,0.33636363636363636,0.8707482993197279,0.33636363636363636,0.2511415525114155,0.33636363636363636,0.33181818181818185,0.6975169300225733,0.8524229074889867,0.8485523385300668,0.8690744920993227,0.8656387665198237,0.4132420091324201,0.3310502283105023,0.3287671232876712,1.0,0.3356164383561644,0.42342342342342343,0.3356164383561644,0.8513513513513513,0.3356164383561644,0.9206349206349206,0.33636363636363636
0.3287671232876712,0.32801822323462415,0.972972972972973,0.32801822323462415,0.32801822323462415,0.7631578947368421,0.32801822323462415,0.32727272727272727,0.3333333333333333,0.3356643356643357,0.972972972972973,0.31981981981981983,0.3333333333333333,0.972972972972973,0.9477124183006536,0.3333333333333333,0.33488372093023255,0.3287671232876712,0.7872340425531915,0.972972972972973,0.9119496855345912,0.9864864864864865,0.96,0.972972972972973,0.32062780269058294,0.5481481481481482,0.9477124183006536,0.9294871794871795,0.33101851851851855,1.0,0.9477124183006536,0.3302540415704388,0.5441176470588235,0.5441176470588235,0.3333333333333333,0.4230769230769231,1.0,0.9119496855345912,0.7631578947368421,0.9466666666666667,0.3302540415704388,0.32134831460674157,0.9477124183006536,0.414985590778098,0.9477124183006536,0.9477124183006536,0.3942857142857143,0.9801324503311258,0.33488372093023255,0.32801822323462415,0.3257918552036199,1.0,0.69377990430622,0.9798657718120806,0.32727272727272727,0.9664429530201343,0.9477124183006536,0.9407894736842105,0.9477124183006536,1.0,0.9477124183006536,0.3333333333333333,0.9477124183006536,0.0,0.9119496855345912,0.314410480349345,0.6971153846153846,0.9533333333333334,0.9477124183006536,0.42727272727272725,0.9801324503311258,0.7712765957446809,0.9354838709677419,0.7631578947368421,0.9426751592356688,0.0,0.9235668789808917,0.96,0.9477124183006536,0.32653061224489793,0.41690962099125367,0.3287671232876712,0.9477124183006536,0.3257918552036199,0.9477124183006536,1.0,0.32727272727272727,0.9477124183006536,0.9477124183006536,0.9594594594594594,0.9177215189873418,0.9477124183006536,0.9477124183006536,0.9533333333333334,0.7631578947368421,0.32801822323462415,0.4114285714285714,0.7004830917874396,0.9477124183006536,0.961038961038961,0.4057971014492754,0.9477124183006536,0.3325635103926097,0.9477124183006536,0.0,0.9477124183006536,0.9466666666666667,0.41642228739002934,0.3221476510067114,0.3257918552036199,0.32653061224489793,0.3221476510067114,0.7849462365591398,0.972972972972973,1.0,0.3287671232876712,0.9801324503311258,0.625,0.9801324503311258,0.32727272727272727,0.9801324503311258,0.3295194508009153,0.9477124183006536
0.3310502283105023,0.3356164383561644,1.0,0.3310502283105023,0.3310502283105023,0.7473684210526316,0.3310502283105023,0.33029612756264237,0.33564814814814814,0.34345794392523366,1.0,0.3227990970654628,0.33564814814814814,1.0,0.9281045751633987,0.33564814814814814,0.3372093023255814,0.3310502283105023,0.7659574468085106,1.0,0.8930817610062893,0.9864864864864865,0.94,1.0,0.3235955056179775,0.5333333333333333,0.9281045751633987,0.9102564102564102,0.3333333333333333,0.972972972972973,0.9281045751633987,0.3333333333333333,0.5294117647058824,0.5294117647058824,0.33564814814814814,0.42729970326409494,0.972972972972973,0.8930817610062893,0.7473684210526316,0.9533333333333334,0.3333333333333333,0.32432432432432434,0.9281045751633987,0.41786743515850144,0.9281045751633987,0.9281045751633987,0.3914285714285714,0.9536423841059603,0.3372093023255814,0.3310502283105023,0.3333333333333333,0.972972972972973,0.6746411483253588,0.9662162162162162,0.32954545454545453,0.9463087248322147,0.9281045751633987,0.9473684210526315,0.9281045751633987,0.972972972972973,0.9281045751633987,0.33564814814814814,0.9281045751633987,0.0,0.8930817610062893,0.3172866520787746,0.6971153846153846,0.9466666666666667,0.9281045751633987,0.41515151515151516,0.9536423841059603,0.7553191489361702,0.9161290322580645,0.7473684210526316,0.9171974522292994,0.0,0.9044585987261147,0.9533333333333334,0.9281045751633987,0.3340909090909091,0.40816326530612246,0.3318077803203661,0.9281045751633987,0.3333333333333333,0.9281045751633987,0.972972972972973,0.32954545454545453,0.9281045751633987,0.9281045751633987,0.9662162162162162,0.8987341772151899,0.9281045751633987,0.9281045751633987,0.9466666666666667,0.7473684210526316,0.3310502283105023,0.4142857142857143,0.7004830917874396,0.9281045751633987,0.935064935064935,0.4028985507246377,0.9281045751633987,0.3348729792147806,0.9281045751633987,0.0,0.9281045751633987,0.9533333333333334,0.41935483870967744,0.3243847874720358,0.3333333333333333,0.3340909090909091,0.3243847874720358,0.7688172043010753,1.0,0.972972972972973,0.3310502283105023,0.9536423841059603,0.6120689655172413,0.9536423841059603,0.3348519362186788,0.9536423841059603,0.33256880733944955,0.9281045751633987
